1,1,1.4035e-07,0.000390762
0.735167,0.827587,1.0318e-07,0.00032339
0.737952,0.829292,1.03571e-07,0.000324056
0.753636,0.838414,1.05773e-07,0.000327621
0.732395,0.825907,1.02791e-07,0.000322733
0.733619,0.826664,1.02963e-07,0.000323029
0.731489,0.825349,1.02664e-07,0.000322515
0.730906,0.824989,1.02582e-07,0.000322374
0.730927,0.825004,1.02585e-07,0.000322381
0.730923,0.825002,1.02585e-07,0.000322379
0.730929,0.825003,1.02586e-07,0.00032238
0.731291,0.825241,1.02636e-07,0.000322473
0.78774,0.860847,1.10559e-07,0.000336387
0.449865,0.637049,6.31384e-08,0.000248935
0.367455,0.553297,5.15721e-08,0.000216208
0.362128,0.548634,5.08245e-08,0.000214386
0.374217,0.560244,5.25211e-08,0.000218922
0.37473,0.557933,5.25932e-08,0.000218019
0.31668,0.537526,4.44458e-08,0.000210045
0.314854,0.537673,4.41896e-08,0.000210102
0.319223,0.537525,4.48028e-08,0.000210044
0.324609,0.537525,4.55587e-08,0.000210044
0.314887,0.537691,4.41942e-08,0.000210109
0.315469,0.538256,4.42759e-08,0.00021033
0.293868,0.513801,4.12442e-08,0.000200774
0.360778,0.587188,5.0635e-08,0.000229451
0.460024,0.685302,6.45643e-08,0.00026779
0.729161,0.900687,1.02338e-07,0.000351954
0.296502,0.516545,4.16139e-08,0.000201846
0.298827,0.518976,4.19402e-08,0.000202796
0.308802,0.529266,4.33402e-08,0.000206817
0.296407,0.516444,4.16005e-08,0.000201807
0.295288,0.515277,4.14436e-08,0.000201351
0.294418,0.514374,4.13215e-08,0.000200998
0.293888,0.513824,4.1247e-08,0.000200783
0.2939,0.513836,4.12487e-08,0.000200788
0.293843,0.513778,4.12408e-08,0.000200765
0.294302,0.514277,4.13052e-08,0.00020096
0.331857,0.552112,4.6576e-08,0.000215745
0.444812,0.656338,6.24291e-08,0.000256472
0.320041,0.538065,4.49177e-08,0.000210255
0.572744,0.772172,8.03843e-08,0.000301736
0.337297,0.57524,4.73395e-08,0.000224782
0.299973,0.518496,4.21011e-08,0.000202609
0.310059,0.526169,4.35166e-08,0.000205607
0.311989,0.523464,4.37875e-08,0.00020455
0.295342,0.513298,4.14512e-08,0.000200578
0.298464,0.513125,4.18893e-08,0.00020051
0.303464,0.513113,4.2591e-08,0.000200505
0.302402,0.513093,4.2442e-08,0.000200497
0.293317,0.51325,4.11669e-08,0.000200559
0.314886,0.53769,4.41941e-08,0.000210109
0.360107,0.586572,5.05409e-08,0.00022921
0.458881,0.684334,6.44038e-08,0.000267412
0.728295,0.9001,1.02216e-07,0.000351725
0.296239,0.516283,4.1577e-08,0.000201744
0.298191,0.518341,4.18511e-08,0.000202548
0.308301,0.528761,4.32699e-08,0.00020662
0.295995,0.516022,4.15427e-08,0.000201642
0.294783,0.514772,4.13727e-08,0.000201154
0.293911,0.513868,4.12503e-08,0.0002008
0.293317,0.51325,4.11669e-08,0.000200559
0.293315,0.51325,4.11667e-08,0.000200559
0.293317,0.51325,4.11669e-08,0.000200559
0.293728,0.513703,4.12247e-08,0.000200736
0.331395,0.551654,4.65111e-08,0.000215565
0.444185,0.655796,6.23412e-08,0.00025626
0.3197,0.537721,4.48697e-08,0.000210121
0.572195,0.771801,8.03074e-08,0.000301591
0.337002,0.574962,4.7298e-08,0.000224673
0.299805,0.518342,4.20776e-08,0.000202548
0.309305,0.526023,4.34109e-08,0.00020555
0.312087,0.523445,4.38013e-08,0.000204542
0.295022,0.513116,4.14062e-08,0.000200506
0.297384,0.513104,4.17377e-08,0.000200502
0.302402,0.513092,4.24419e-08,0.000200497
0.302402,0.513093,4.2442e-08,0.000200497
0.314886,0.53769,4.41941e-08,0.000210109
0.360107,0.586571,5.05408e-08,0.00022921
0.458879,0.684334,6.44035e-08,0.000267412
0.728297,0.9001,1.02216e-07,0.000351725
0.296239,0.516283,4.1577e-08,0.000201744
0.298192,0.51834,4.18512e-08,0.000202548
0.308302,0.528761,4.32701e-08,0.00020662
0.295995,0.516022,4.15427e-08,0.000201642
0.294785,0.514772,4.13729e-08,0.000201154
0.29391,0.513869,4.12502e-08,0.0002008
